0.408,-0.21,0.19
0.412,-0.235,0.135
0.416,-0.235,0.1
0.42,-0.245,0.07
0.424,-0.255,0.055
0.428,-0.235,0.015
0.432,-0.235,0.015
0.436,-0.245,-0.015
0.44,-0.255,-0.015
0.444,-0.225,-0.02
0.448,-0.24,-0.035
0.452,-0.23,-0.04
0.456,-0.235,-0.04
0.46,-0.26,-0.035
0.464,-0.285,-0.065
0.468,-0.3,-0.055
0.472,-0.265,-0.045
0.476,-0.295,-0.05
0.48,-0.29,-0.055
0.484,-0.3,-0.035
0.488,-0.285,-0.04
0.492,-0.29,-0.06
0.496,-0.305,-0.035
0.5,-0.28,-0.015
0.504,-0.285,-0.03
0.508,-0.3,-0.035
0.512,-0.305,-0.04
0.516,-0.305,-0.025
0.52,-0.31,-0.05
0.524,-0.315,-0.035
0.528,-0.285,-0.055
0.532,-0.29,-0.02
0.536,-0.32,-0.03
0.54,-0.3,-0.025
0.544,-0.31,-0.04
0.548,-0.285,-0.05
0.552,-0.28,-0.06
0.556,-0.265,-0.065
0.56,-0.305,-0.06
0.564,-0.3,-0.04
0.568,-0.32,-0.045
0.572,-0.295,-0.055
0.576,-0.29,-0.075
0.58,-0.3,-0.06
0.584,-0.295,-0.09
0.588,-0.3,-0.075
0.592,-0.31,-0.095
0.596,-0.305,-0.085
0.6,-0.305,-0.115
0.604,-0.26,-0.13
0.608,-0.255,-0.1
0.612,-0.215,-0.095
0.616,-0.2,-0.08
0.62,-0.2,-0.11
0.624,-0.195,-0.085
0.628,-0.17,-0.1
0.632,-0.16,-0.105
0.636,-0.16,-0.085
0.64,-0.14,-0.045
0.644,-0.13,-0.03
0.648,-0.14,-0.04
0.652,-0.135,-0.025
0.656,-0.145,-0.03
0.66,-0.145,-0.04
0.664,-0.165,-0.04
0.668,-0.165,-0.065
0.672,-0.185,-0.06
0.676,-0.235,-0.1
0.68,-0.255,-0.115
0.684,-0.29,-0.145
0.688,-0.26,-0.17
0.692,-0.255,-0.185
0.696,-0.245,-0.2
0.7,-0.24,-0.215
0.704,-0.285,-0.2
0.708,-0.285,-0.195
0.712,-0.31,-0.2
0.716,-0.345,-0.185
0.72,-0.34,-0.19
0.724,-0.35,-0.18
0.728,-0.345,-0.19
0.732,-0.36,-0.205
0.736,-0.375,-0.21
0.74,-0.36,-0.18
0.744,-0.395,-0.195
0.748,-0.385,-0.195
0.752,-0.385,-0.18
0.756,-0.38,-0.17
0.76,-0.365,-0.205
0.764,-0.355,-0.185
0.768,-0.35,-0.18
0.772,-0.365,-0.215
0.776,-0.365,-0.19
0.78,-0.365,-0.19
0.784,-0.35,-0.19
0.788,-0.35,-0.195
0.792,-0.355,-0.175
0.796,-0.375,-0.18
0.8,-0.38,-0.22
0.804,-0.355,-0.195
0.808,-0.335,-0.19
0.812,-0.315,-0.205
0.816,-0.28,-0.195
0.82,-0.215,-0.185
0.824,-0.145,-0.205
0.828,0.01,-0.225
0.832,0.195,-0.22
0.836,0.405,-0.235
0.84,0.575,-0.24
0.844,0.685,-0.235
0.848,0.725,-0.225
0.852,0.765,-0.32
0.856,0.75,-0.685
0.86,0.685,-1.275
0.864,0.615,-1.915
0.868,0.56,-2.49
0.872,0.515,-2.825
0.876,0.51,-3.01
0.88,0.5,-3.08
0.884,0.515,-3.095
0.888,0.495,-3.115
0.892,0.43,-3.08
0.896,0.33,-2.96
0.9,0.23,-2.71
0.904,0.145,-2.435
0.908,0.12,-2.16
0.912,0.16,-1.96
0.916,0.255,-1.805
0.92,0.285,-1.69
0.924,0.24,-1.55
0.928,0.07,-1.385
0.932,-0.105,-1.16
0.936,-0.24,-0.95
0.94,-0.285,-0.75
0.944,-0.295,-0.585
0.948,-0.295,-0.5
0.952,-0.295,-0.405
0.956,-0.37,-0.285
0.96,-0.395,-0.175
0.964,-0.415,-0.025
0.968,-0.42,0.055
0.972,-0.415,0.11
0.976,-0.415,0.11
0.98,-0.39,0.14
0.984,-0.395,0.115
0.988,-0.37,0.15
0.992,-0.375,0.13
0.996,-0.37,0.135
1,-0.375,0.155
1.004,-0.38,0.18
1.008,-0.395,0.18
1.012,-0.42,0.18
1.016,-0.405,0.21
1.02,-0.39,0.19
1.024,-0.39,0.21
1.028,-0.38,0.205
1.032,-0.415,0.225
1.036,-0.41,0.23
1.04,-0.41,0.225
1.044,-0.42,0.245
1.048,-0.42,0.265
1.052,-0.42,0.26
1.056,-0.395,0.295
1.06,-0.41,0.315
1.064,-0.395,0.31
1.068,-0.395,0.315
1.072,-0.42,0.34
1.076,-0.42,0.345
1.08,-0.44,0.365
1.084,-0.485,0.37
1.088,-0.49,0.405
1.092,-0.48,0.41
1.096,-0.455,0.43
1.1,-0.455,0.465
1.104,-0.47,0.485
1.108,-0.48,0.5
1.112,-0.5,0.52
1.116,-0.48,0.545
1.12,-0.495,0.59
1.124,-0.495,0.605
1.128,-0.485,0.635
1.132,-0.48,0.655
1.136,-0.485,0.655
1.14,-0.495,0.68
1.144,-0.49,0.71
1.148,-0.49,0.74
1.152,-0.48,0.755
1.156,-0.455,0.775
1.16,-0.45,0.78
1.164,-0.46,0.79
1.168,-0.425,0.79
1.172,-0.41,0.8
1.176,-0.42,0.785
1.18,-0.42,0.825
1.184,-0.425,0.805
1.188,-0.41,0.805
1.192,-0.39,0.82
1.196,-0.415,0.835
1.2,-0.415,0.81
1.204,-0.39,0.795
1.208,-0.36,0.795
1.212,-0.36,0.755
1.216,-0.335,0.715
1.22,-0.315,0.675
1.224,-0.315,0.635
1.228,-0.295,0.625
1.232,-0.31,0.575
1.236,-0.28,0.51
1.24,-0.275,0.485
1.244,-0.265,0.43
1.248,-0.26,0.37
1.252,-0.255,0.33
1.256,-0.23,0.265
1.26,-0.245,0.24
1.264,-0.265,0.21
1.268,-0.215,0.185
1.272,-0.23,0.135
1.276,-0.22,0.075
1.28,-0.235,0.05
1.284,-0.235,0.015
1.288,-0.255,0.01
1.292,-0.255,0.015
1.296,-0.285,-0.015
1.3,-0.27,-0.015
1.304,-0.28,-0.02
1.308,-0.265,-0.035
1.312,-0.235,-0.05
1.316,-0.24,-0.03
1.32,-0.26,-0.055
1.324,-0.265,-0.04
1.328,-0.28,-0.035
1.332,-0.28,-0.045
1.336,-0.295,-0.04
1.34,-0.3,-0.035
1.344,-0.315,-0.01
1.348,-0.28,-0.04
1.352,-0.29,-0.06
1.356,-0.295,-0.04
1.36,-0.295,-0.04
1.364,-0.31,-0.03
1.368,-0.3,-0.035
1.372,-0.315,-0.025
1.376,-0.305,-0.03
1.38,-0.3,0
1.384,-0.295,0
1.388,-0.29,-0.025
1.392,-0.315,-0.03
1.396,-0.32,-0.045
1.4,-0.305,-0.02
1.404,-0.305,-0.04
1.408,-0.285,-0.04
1.412,-0.3,-0.045
1.416,-0.275,-0.06
1.42,-0.245,-0.055
1.424,-0.275,-0.06
1.428,-0.265,-0.075
1.432,-0.27,-0.09
1.436,-0.265,-0.07
1.44,-0.28,-0.075
1.444,-0.285,-0.07
1.448,-0.27,-0.075
1.452,-0.255,-0.09
1.456,-0.225,-0.09
1.46,-0.225,-0.105
1.464,-0.205,-0.1
1.468,-0.2,-0.105
1.472,-0.21,-0.11
1.476,-0.19,-0.1
1.48,-0.2,-0.08
1.484,-0.18,-0.09
1.488,-0.15,-0.06
1.492,-0.135,-0.045
1.496,-0.1,-0.06
1.5,-0.09,-0.04
1.504,-0.085,-0.03
1.508,-0.06,-0.03
1.512,-0.075,-0.02
1.516,-0.095,-0.01
1.52,-0.1,-0.015
1.524,-0.11,-0.04
1.528,-0.11,-0.04
1.532,-0.13,-0.07
1.536,-0.16,-0.1
1.54,-0.16,-0.125
1.544,-0.195,-0.13
1.548,-0.19,-0.14
1.552,-0.19,-0.13
1.556,-0.18,-0.14
1.56,-0.18,-0.17
1.564,-0.185,-0.19
1.568,-0.195,-0.175
1.572,-0.215,-0.18
1.576,-0.24,-0.185
1.58,-0.275,-0.185
1.584,-0.31,-0.16
1.588,-0.32,-0.16
1.592,-0.305,-0.165
1.596,-0.295,-0.15
1.6,-0.3,-0.16
1.604,-0.29,-0.145
1.608,-0.265,-0.16
1.612,-0.28,-0.165
1.616,-0.29,-0.165
1.62,-0.305,-0.175
1.624,-0.32,-0.175
1.628,-0.305,-0.16
1.632,-0.295,-0.17
1.636,-0.295,-0.155
1.64,-0.3,-0.175
1.644,-0.285,-0.175
1.648,-0.285,-0.17
1.652,-0.28,-0.18
1.656,-0.28,-0.19
1.66,-0.275,-0.165
1.664,-0.275,-0.15
1.668,-0.25,-0.175
1.672,-0.205,-0.19
1.676,-0.14,-0.175
1.68,-0.105,-0.19
1.684,-0.055,-0.2
1.688,0.04,-0.175
1.692,0.22,-0.18
1.696,0.39,-0.22
1.7,0.6,-0.215
1.704,0.74,-0.18
1.708,0.83,-0.18
1.712,0.875,-0.265
1.716,0.885,-0.51
1.72,0.835,-1.02
1.724,0.75,-1.635
1.728,0.665,-2.19
1.732,0.615,-2.585
1.736,0.6,-2.81
1.74,0.575,-2.925
1.744,0.595,-3.01
1.748,0.59,-3.01
1.752,0.53,-2.99
1.756,0.405,-2.875
1.76,0.295,-2.665
1.764,0.17,-2.36
1.768,0.155,-2.075
1.772,0.225,-1.845
1.776,0.315,-1.695
1.78,0.345,-1.6
1.784,0.29,-1.465
1.788,0.15,-1.31
1.792,-0.04,-1.1
1.796,-0.175,-0.905
1.8,-0.26,-0.735
1.804,-0.235,-0.595
1.808,-0.24,-0.49
1.812,-0.25,-0.4
1.816,-0.275,-0.3
1.82,-0.315,-0.18
1.824,-0.38,-0.065
1.828,-0.375,0.015
1.832,-0.375,0.095
1.836,-0.35,0.115
1.84,-0.37,0.115
1.844,-0.36,0.11
1.848,-0.345,0.13
1.852,-0.35,0.15
1.856,-0.34,0.135
1.86,-0.325,0.15
1.864,-0.335,0.155
1.868,-0.33,0.17
1.872,-0.335,0.16
1.876,-0.33,0.17
1.88,-0.365,0.175
1.884,-0.375,0.195
1.888,-0.37,0.21
1.892,-0.345,0.185
1.896,-0.36,0.215
1.9,-0.34,0.205
1.904,-0.335,0.23
1.908,-0.365,0.24
1.912,-0.365,0.245
1.916,-0.39,0.255
1.92,-0.39,0.275
1.924,-0.375,0.3
1.928,-0.375,0.32
1.932,-0.37,0.3
1.936,-0.405,0.315
1.94,-0.425,0.325
1.944,-0.445,0.365
1.948,-0.44,0.365
1.952,-0.435,0.39
1.956,-0.45,0.435
1.96,-0.455,0.45
1.964,-0.445,0.455
1.968,-0.445,0.485
1.972,-0.435,0.505
1.976,-0.435,0.52
1.98,-0.425,0.545
1.984,-0.455,0.58
1.988,-0.475,0.61
1.992,-0.49,0.61
1.996,-0.455,0.645
2,-0.48,0.68
2.004,-0.48,0.665
2.008,-0.455,0.685
2.012,-0.475,0.705
2.016,-0.475,0.72
2.02,-0.475,0.745
2.024,-0.495,0.755
2.028,-0.465,0.775
2.032,-0.465,0.775
2.036,-0.445,0.8
2.04,-0.445,0.81
2.044,-0.435,0.795
2.048,-0.445,0.805
2.052,-0.47,0.795
2.056,-0.425,0.81
2.06,-0.44,0.8
2.064,-0.42,0.785
2.068,-0.39,0.77
2.072,-0.385,0.74
2.076,-0.355,0.71
2.08,-0.34,0.69
2.084,-0.335,0.635
2.088,-0.315,0.615
2.092,-0.31,0.57
2.096,-0.32,0.54
2.1,-0.31,0.49
2.104,-0.29,0.46
2.108,-0.26,0.395
2.112,-0.255,0.325
2.116,-0.225,0.295
2.12,-0.24,0.24
2.124,-0.24,0.235
2.128,-0.245,0.205
2.132,-0.23,0.145
2.136,-0.235,0.11
2.14,-0.24,0.065
2.144,-0.235,0.065
2.148,-0.23,0.065
2.152,-0.24,0.02
2.156,-0.215,-0.015
2.16,-0.225,0
2.164,-0.26,-0.01
2.168,-0.255,-0.015
2.172,-0.265,-0.005
2.176,-0.255,-0.025
2.18,-0.25,-0.02
2.184,-0.245,-0.02
2.188,-0.245,-0.02
2.192,-0.22,-0.025
2.196,-0.245,-0.015
2.2,-0.26,-0.02
2.204,-0.28,-0.02
2.208,-0.3,0
2.212,-0.295,0
2.216,-0.29,0.005
2.22,-0.295,0
2.224,-0.29,0
2.228,-0.275,0.005
2.232,-0.27,0
2.236,-0.29,0.015
2.24,-0.295,0.02
2.244,-0.29,0.025
2.248,-0.295,0.03
2.252,-0.305,0.025
2.256,-0.285,0.04
2.26,-0.265,0.01
2.264,-0.26,0.02
2.268,-0.28,0
2.272,-0.27,0
2.276,-0.29,0.02
2.28,-0.28,0
2.284,-0.285,-0.005
2.288,-0.28,0.005
2.292,-0.29,0
2.296,-0.29,-0.005
2.3,-0.275,-0.025
2.304,-0.26,-0.04
2.308,-0.27,-0.03
2.312,-0.27,-0.05
2.316,-0.28,-0.045
2.32,-0.28,-0.04
2.324,-0.27,-0.045
2.328,-0.245,-0.045
2.332,-0.215,-0.05
2.336,-0.195,-0.07
2.34,-0.185,-0.065
2.344,-0.175,-0.05
2.348,-0.14,-0.055
2.352,-0.14,-0.04
2.356,-0.125,-0.02
2.36,-0.1,-0.005
2.364,-0.09,0.01
2.368,-0.055,0.01
2.372,-0.015,0.025
2.376,-0.04,0.02
2.38,-0.015,0.03
2.384,-0.075,0.025
2.388,-0.115,0.015
2.392,-0.145,0.02
2.396,-0.165,0
2.4,-0.155,-0.05
2.404,-0.14,-0.075
2.408,-0.145,-0.08
2.412,-0.165,-0.11
2.416,-0.18,-0.1
2.42,-0.165,-0.1
2.424,-0.215,-0.115
2.428,-0.22,-0.13
2.432,-0.26,-0.115
2.436,-0.275,-0.105
2.44,-0.3,-0.105
2.444,-0.295,-0.12
2.448,-0.315,-0.11
2.452,-0.32,-0.115
2.456,-0.31,-0.11
2.46,-0.32,-0.095
2.464,-0.32,-0.1
2.468,-0.34,-0.11
2.472,-0.33,-0.1
2.476,-0.325,-0.12
2.48,-0.32,-0.105
2.484,-0.32,-0.13
2.488,-0.3,-0.125
2.492,-0.325,-0.115
2.496,-0.355,-0.115
2.5,-0.345,-0.11
2.504,-0.34,-0.09
2.508,-0.32,-0.12
2.512,-0.315,-0.14
2.516,-0.3,-0.115
2.52,-0.3,-0.1
2.524,-0.3,-0.125
2.528,-0.3,-0.12
2.532,-0.285,-0.115
2.536,-0.275,-0.12
2.54,-0.215,-0.115
2.544,-0.15,-0.115
2.548,-0.035,-0.115
2.552,0.145,-0.12
2.556,0.35,-0.14
2.56,0.59,-0.135
2.564,0.825,-0.165
2.568,0.99,-0.14
2.572,1.105,-0.1
2.576,1.135,-0.195
2.58,1.135,-0.56
2.584,1.095,-1.145
2.588,1.025,-1.785
2.592,0.915,-2.365
2.596,0.88,-2.72
2.6,0.86,-2.915
2.604,0.855,-3.01
2.608,0.835,-3.06
2.612,0.82,-3.06
2.616,0.77,-3.04
2.62,0.7,-2.945
2.624,0.565,-2.75
2.628,0.455,-2.48
2.632,0.385,-2.215
2.636,0.42,-1.985
2.64,0.525,-1.78
2.644,0.575,-1.675
2.648,0.545,-1.565
2.652,0.405,-1.38
2.656,0.165,-1.195
2.66,-0.01,-0.975
2.664,-0.16,-0.77
2.668,-0.185,-0.59
2.672,-0.21,-0.475
2.676,-0.205,-0.375
2.68,-0.285,-0.275
2.684,-0.34,-0.14
2.688,-0.405,-0.015
2.692,-0.385,0.09
2.696,-0.41,0.19
2.7,-0.42,0.195
2.704,-0.41,0.18
2.708,-0.38,0.195
2.712,-0.39,0.18
2.716,-0.375,0.2
2.72,-0.35,0.2
2.724,-0.365,0.235
2
